InvoiceNo,StockCode,Description,Category,Quantity,UnitPrice,Revenue,InvoiceDate,CustomerID,Country
490152,85017C,ENVELOPE 50 CURIOUS IMAGES,Other Homeware,12,0.85,10.2,2009-12-04 10:00:00,12714,France
490154,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,Christmas & Seasonal,1,7.95,7.95,2009-12-04 10:18:00,16335,United Kingdom
490160,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Lighting & Candles,96,2.55,244.79999999999998,2009-12-04 10:52:00,13777,United Kingdom
490161,84832,ZINC WILLIE WINKIE  CANDLE STICK,Lighting & Candles,12,0.85,10.2,2009-12-04 10:57:00,17160,United Kingdom
490162,84692,BOX OF 24 COCKTAIL PARASOLS,Bags & Storage,50,0.42,21.0,2009-12-04 11:07:00,13946,United Kingdom
490162,85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,Bags & Storage,1,4.95,4.95,2009-12-04 11:07:00,13946,United Kingdom
490164,21561,DINOSAUR LUNCHBOX WITH CUTLERY,Kitchen & Dining,12,2.55,30.599999999999998,2009-12-04 11:32:00,14961,United Kingdom
490177,21523,FANCY FONT HOME SWEET HOME DOORMAT,Home Decor,1,6.75,6.75,2009-12-04 11:56:00,,United Kingdom
490229,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,Other Homeware,6,5.95,35.7,2009-12-04 12:20:00,18223,United Kingdom
490272,82600,NO SINGING METAL SIGN,Home Decor,3,2.1,6.300000000000001,2009-12-04 12:36:00,14680,United Kingdom
490279,47566B,TEA TIME PARTY BUNTING,Bags & Storage,1,4.65,4.65,2009-12-04 12:37:00,16891,United Kingdom
490279,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,Kitchen & Dining,1,2.55,2.55,2009-12-04 12:37:00,16891,United Kingdom
490279,22091,EMPIRE TISSUE BOX,Other Homeware,1,1.25,1.25,2009-12-04 12:37:00,16891,United Kingdom
490279,48188,DOOR MAT WELCOME PUPPIES,Other Homeware,1,6.75,6.75,2009-12-04 12:37:00,16891,United Kingdom
490285,21704,BAG 250g SWIRLY MARBLES,Bags & Storage,72,0.72,51.839999999999996,2009-12-04 12:59:00,16656,United Kingdom
490288,82001S,VINYL RECORD FRAME SILVER,Home Decor,24,3.39,81.36,2009-12-04 13:00:00,17157,United Kingdom
490291,84596L,BISCUITS SMALL BOWL LIGHT BLUE,Kitchen & Dining,1,1.25,1.25,2009-12-04 13:22:00,16541,United Kingdom
490294,21774,DECORATIVE CATS BATHROOM BOTTLE,Kitchen & Dining,3,1.25,3.75,2009-12-04 13:41:00,16710,United Kingdom
490294,21017,RED BIRD HOUSE TREE DECORATION,Home Decor,1,0.85,0.85,2009-12-04 13:41:00,16710,United Kingdom
490294,21889,WOODEN BOX OF DOMINOES,Bags & Storage,3,1.25,3.75,2009-12-04 13:41:00,16710,United Kingdom
490297,21868,POTTING SHED TEA MUG,Bags & Storage,12,1.25,15.0,2009-12-04 13:59:00,13162,United Kingdom
490298,20679,EDWARDIAN PARASOL RED,Garden & Outdoor,9,5.95,53.550000000000004,2009-12-04 14:13:00,15382,United Kingdom
490298,21212,PACK OF 72 RETRO SPOT CAKE CASES,Kitchen & Dining,48,0.55,26.400000000000002,2009-12-04 14:13:00,15382,United Kingdom
490299,22283,6 EGG HOUSE PAINTED WOOD,Other Homeware,1,7.95,7.95,2009-12-04 14:14:00,13680,United Kingdom
490300,21711,FOLDING UMBRELLA  WHITE/RED  SPOT,Other Homeware,1,4.95,4.95,2009-12-04 14:19:00,12970,United Kingdom
490300,21448,12 DAISY PEGS IN WOOD BOX,Other Homeware,1,1.65,1.65,2009-12-04 14:19:00,12970,United Kingdom
490300,21738,COSY SLIPPER SHOES SMALL  RED,Other Homeware,1,2.95,2.95,2009-12-04 14:19:00,12970,United Kingdom
490302,20847,ZINC HEART LATTICE CHARGER LARGE,Home Decor,4,3.75,15.0,2009-12-04 14:29:00,17841,United Kingdom
490304,21407,BROWN CHECK CAT DOORSTOP,Other Homeware,3,4.25,12.75,2009-12-04 14:35:00,17593,United Kingdom
490312,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,Lighting & Candles,4,2.55,10.2,2009-12-04 15:16:00,17961,United Kingdom
490323,22246,"GARLAND, MAGIC GARDEN 1.8M",Garden & Outdoor,2,1.95,3.9,2009-12-04 15:27:00,14087,United Kingdom
490323,79190B,RETRO PLASTIC POLKA TRAY,Other Homeware,3,0.42,1.26,2009-12-04 15:27:00,14087,United Kingdom
490331,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,Kitchen & Dining,3,1.65,4.949999999999999,2009-12-04 15:30:00,18181,United Kingdom
490353,90210D,PURPLE ACRYLIC FACETED BANGLE,Jewellery & Accessories,10,2.95,29.5,2009-12-04 16:37:00,15514,United Kingdom
490371,20724,RED SPOTTY CHARLOTTE BAG,Bags & Storage,10,0.85,8.5,2009-12-05 12:02:00,13021,United Kingdom
490371,22348,TEA BAG PLATE RED SPOTTY,Bags & Storage,12,0.85,10.2,2009-12-05 12:02:00,13021,United Kingdom
490373,15056BL,EDWARDIAN PARASOL BLACK,Garden & Outdoor,6,4.95,29.700000000000003,2009-12-05 12:28:00,17850,United Kingdom
490378,22348,TEA BAG PLATE RED SPOTTY,Bags & Storage,12,0.85,10.2,2009-12-05 13:17:00,13641,United Kingdom
490385,35015,JACOBS LADDER SMALL,Other Homeware,144,0.06,8.64,2009-12-05 14:51:00,16410,United Kingdom
490388,35961,FOLKART ZINC HEART CHRISTMAS DEC,Christmas & Seasonal,12,0.85,10.2,2009-12-05 15:00:00,16158,United Kingdom
490391,21137,BLACK RECORD COVER FRAME,Home Decor,8,3.75,30.0,2009-12-05 15:27:00,15057,United Kingdom
490393,21786,RAIN HAT WITH RED SPOTS,Other Homeware,24,0.42,10.08,2009-12-05 16:01:00,17642,United Kingdom
490396,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,Bags & Storage,2,8.5,17.0,2009-12-06 10:26:00,13589,United Kingdom
490398,37446,MINI CAKE STAND WITH HANGING CAKES,Kitchen & Dining,6,1.45,8.7,2009-12-06 10:37:00,17920,United Kingdom
490403,20914,SET/5 RED SPOTTY LID GLASS BOWLS,Kitchen & Dining,1,2.95,2.95,2009-12-06 11:13:00,17920,United Kingdom
490403,17033,"BROCADE PURSE,SMALL ARCH BUTTON",Jewellery & Accessories,1,0.29,0.29,2009-12-06 11:13:00,17920,United Kingdom
490403,35961,FOLKART ZINC HEART CHRISTMAS DEC,Christmas & Seasonal,3,0.85,2.55,2009-12-06 11:13:00,17920,United Kingdom
490403,21051,RIBBONS PURSE,Jewellery & Accessories,2,2.1,4.2,2009-12-06 11:13:00,17920,United Kingdom
490405,21796,SET OF 3 RED STRIPE BASKETS,Bags & Storage,1,12.75,12.75,2009-12-06 11:27:00,17244,United Kingdom
490408,79323W,WHITE CHERRY LIGHTS,Lighting & Candles,4,5.45,21.8,2009-12-06 11:33:00,17850,United Kingdom
490458,21039,RED SPOTTY SHOPPING BAG,Bags & Storage,18,2.55,45.9,2009-12-06 11:57:00,12583,France
490459,21114,LAVENDER SCENTED FABRIC HEART,Home Decor,5,1.25,6.25,2009-12-06 11:58:00,15555,United Kingdom
490459,21802,CHRISTMAS TREE HEART DECORATION,Christmas & Seasonal,36,0.42,15.12,2009-12-06 11:58:00,15555,United Kingdom
490459,21187,WHITE BELL HONEYCOMB PAPER GARLAND,Stationery & Paper,11,1.65,18.15,2009-12-06 11:58:00,15555,United Kingdom
490461,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,Other Homeware,1,2.95,2.95,2009-12-06 12:07:00,13736,United Kingdom
490461,82578,KITCHEN METAL SIGN,Kitchen & Dining,2,0.55,1.1,2009-12-06 12:07:00,13736,United Kingdom
490461,47580,TEA TIME DES TEA COSY,Other Homeware,2,2.55,5.1,2009-12-06 12:07:00,13736,United Kingdom
490461,21911,GARDEN METAL SIGN,Home Decor,1,1.65,1.65,2009-12-06 12:07:00,13736,United Kingdom
490465,22115,METAL SIGN EMPIRE TEA,Home Decor,6,2.95,17.700000000000003,2009-12-06 12:14:00,13448,United Kingdom
490470,20862,PINK PATCH PENCIL CASE BLUE HEART,Home Decor,1,2.1,2.1,2009-12-06 12:26:00,16395,United Kingdom
490470,20855,PINK PATCH PURSE BLUE HEART,Home Decor,1,1.65,1.65,2009-12-06 12:26:00,16395,United Kingdom
490472,21593,SWALLOW CIGAR BOX MATCHES,Other Homeware,2,1.25,2.5,2009-12-06 12:28:00,16485,United Kingdom
490471,21331,MOROCCAN BEATEN METAL DISH LARGE,Other Homeware,1,12.75,12.75,2009-12-06 12:28:00,15878,United Kingdom
490473,21034,REX CASH+CARRY JUMBO SHOPPER,Other Homeware,1,0.95,0.95,2009-12-06 12:31:00,15860,United Kingdom
490477,22352,LUNCHBOX WITH CUTLERY RETROSPOT,Kitchen & Dining,12,2.1,25.200000000000003,2009-12-06 12:41:00,17850,United Kingdom
490477,15056N,EDWARDIAN PARASOL NATURAL,Garden & Outdoor,6,4.95,29.700000000000003,2009-12-06 12:41:00,17850,United Kingdom
490479,90214J,"LETTER ""J"" BLING KEY RING",Jewellery & Accessories,3,1.25,3.75,2009-12-06 12:42:00,16779,United Kingdom
490478,79323GR,GREEN CHERRY LIGHTS,Lighting & Candles,2,6.75,13.5,2009-12-06 12:42:00,14896,United Kingdom
490479,20990,SPRING FLOWER CHOPSTICKS SET/5,Garden & Outdoor,10,1.95,19.5,2009-12-06 12:42:00,16779,United Kingdom
490478,22119,PEACE WOODEN BLOCK LETTERS,Other Homeware,1,6.95,6.95,2009-12-06 12:42:00,14896,United Kingdom
490485,21411,GINGHAM HEART  DOORSTOP RED,Home Decor,1,4.25,4.25,2009-12-06 12:56:00,14454,United Kingdom
490485,84836,ZINC METAL HEART DECORATION,Home Decor,8,1.25,10.0,2009-12-06 12:56:00,14454,United Kingdom
490490,22336,DOVE DECORATION PAINTED ZINC,Home Decor,11,0.65,7.15,2009-12-06 13:10:00,14546,United Kingdom
490490,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Lighting & Candles,10,2.95,29.5,2009-12-06 13:10:00,14546,United Kingdom
490490,84845D,GERANIUM SQUARE HANDY TIN,Bags & Storage,1,1.25,1.25,2009-12-06 13:10:00,14546,United Kingdom
490491,37503,TEA TIME CAKE STAND IN GIFT BOX,Kitchen & Dining,2,10.75,21.5,2009-12-06 13:19:00,17848,United Kingdom
490496,22337,ANGEL DECORATION PAINTED ZINC,Home Decor,10,0.65,6.5,2009-12-06 13:40:00,15547,United Kingdom
490496,90035C,"PEARL & SHELL 42""NECKL. IVORY",Other Homeware,5,10.75,53.75,2009-12-06 13:40:00,15547,United Kingdom
490501,21498,RED SPOTS  WRAP,Stationery & Paper,100,0.42,42.0,2009-12-06 13:49:00,16710,United Kingdom
490508,21733,RED HANGING HEART T-LIGHT HOLDER,Lighting & Candles,12,2.55,30.599999999999998,2009-12-06 14:14:00,17850,United Kingdom
490508,15056BL,EDWARDIAN PARASOL BLACK,Garden & Outdoor,6,4.95,29.700000000000003,2009-12-06 14:14:00,17850,United Kingdom
490512,21949,SET OF 6 STRAWBERRY CHOPSTICKS,Other Homeware,1,1.25,1.25,2009-12-06 14:54:00,14606,United Kingdom
490514,21124,SET/10 BLUE SPOTTY PARTY CANDLES,Lighting & Candles,2,1.25,2.5,2009-12-06 15:01:00,16773,United Kingdom
490515,15056BL,EDWARDIAN PARASOL BLACK,Garden & Outdoor,3,5.95,17.85,2009-12-06 15:08:00,15479,United Kingdom
490516,82486,WOOD S/3 CABINET ANT WHITE FINISH,Other Homeware,6,6.95,41.7,2009-12-06 15:09:00,17850,United Kingdom
490521,85231B,CINAMMON SET OF 9 T-LIGHTS,Lighting & Candles,2,0.85,1.7,2009-12-06 15:24:00,13211,United Kingdom
490533,21326,AGED GLASS SILVER T-LIGHT HOLDER,Lighting & Candles,12,0.65,7.800000000000001,2009-12-06 16:07:00,17610,United Kingdom
490534,84899F,YELLOW PURPLE DAISY FELT PURSE KIT,Jewellery & Accessories,3,1.25,3.75,2009-12-06 16:17:00,17530,United Kingdom
490537,21508,VINTAGE KID DOLLY CARD,Stationery & Paper,12,0.42,5.04,2009-12-07 08:53:00,14003,United Kingdom
490539,21232,STRAWBERRY CERAMIC TRINKET BOX,Other Homeware,36,1.25,45.0,2009-12-07 09:18:00,12839,United Kingdom
490557,21212,PACK OF 72 RETRO SPOT CAKE CASES,Kitchen & Dining,48,0.55,26.400000000000002,2009-12-07 10:33:00,16124,United Kingdom
490557,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,Kitchen & Dining,24,1.65,39.599999999999994,2009-12-07 10:33:00,16124,United Kingdom
490563,21578,WOODLAND DESIGN  COTTON TOTE BAG,Bags & Storage,18,2.25,40.5,2009-12-07 10:41:00,12471,Germany
490577,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,Lighting & Candles,12,0.42,5.04,2009-12-07 10:51:00,16556,United Kingdom
490577,85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,Other Homeware,3,5.95,17.85,2009-12-07 10:51:00,16556,United Kingdom
490603,85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,Christmas & Seasonal,2,1.95,3.9,2009-12-07 11:05:00,14695,United Kingdom
490608,20979,36 PENCILS TUBE RED SPOTTY,Stationery & Paper,1,1.25,1.25,2009-12-07 11:35:00,14955,United Kingdom
490609,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",Bags & Storage,3,0.85,2.55,2009-12-07 11:39:00,14037,United Kingdom
490609,21828,EIGHT PIECE SNAKE  SET,Other Homeware,4,1.25,5.0,2009-12-07 11:39:00,14037,United Kingdom
490612,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,8,1.69,13.52,2009-12-07 11:46:00,17508,Greece
490612,22267,EASTER DECORATION EGG BUNNY,Christmas & Seasonal,12,1.25,15.0,2009-12-07 11:46:00,17508,Greece
490636,21755,LOVE BUILDING BLOCK WORD,Other Homeware,3,5.95,17.85,2009-12-07 12:08:00,13564,United Kingdom
490637,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,Lighting & Candles,24,0.95,22.799999999999997,2009-12-07 12:12:00,13495,United Kingdom
490642,22082,RIBBON REEL STRIPES DESIGN,Home Decor,10,1.65,16.5,2009-12-07 12:19:00,15358,United Kingdom
490659,15056N,EDWARDIAN PARASOL NATURAL,Garden & Outdoor,6,4.95,29.700000000000003,2009-12-07 12:26:00,17850,United Kingdom
490667,21134,VICTORIAN METAL POSTCARD CHRISTMAS,Christmas & Seasonal,1,1.65,1.65,2009-12-07 12:32:00,13234,United Kingdom
490667,84791,GINGHAM HEART DECORATION,Home Decor,2,2.95,5.9,2009-12-07 12:32:00,13234,United Kingdom
490667,90002B,FLOWER BURST SILVER RING ROSE,Garden & Outdoor,1,3.75,3.75,2009-12-07 12:32:00,13234,United Kingdom
490670,47016,LIGHT DECORATION BATTERY OPERATED,Lighting & Candles,2,2.1,4.2,2009-12-07 12:42:00,14574,United Kingdom
490677,22301,COFFEE MUG CAT + BIRD DESIGN,Kitchen & Dining,6,2.55,15.299999999999999,2009-12-07 13:17:00,18219,United Kingdom
490678,85033S,SET/6 SILVER REINDEER T-LIGHTS,Christmas & Seasonal,12,1.95,23.4,2009-12-07 13:23:00,12747,United Kingdom
490679,21866,UNION JACK FLAG LUGGAGE TAG,Other Homeware,3,1.25,3.75,2009-12-07 13:24:00,18162,United Kingdom
490683,21159,MOODY BOY  DOOR HANGER,Other Homeware,24,0.38,9.120000000000001,2009-12-07 13:45:00,17865,United Kingdom
490685,22195,LARGE HEART MEASURING SPOONS,Home Decor,6,1.65,9.899999999999999,2009-12-07 13:48:00,13206,United Kingdom
490685,21144,PINK POODLE HANGING DECORATION,Home Decor,12,1.45,17.4,2009-12-07 13:48:00,13206,United Kingdom
490692,21034,REX CASH+CARRY JUMBO SHOPPER,Other Homeware,2,0.95,1.9,2009-12-07 13:57:00,16018,United Kingdom
490694,21871,SAVE THE PLANET MUG,Kitchen & Dining,12,1.25,15.0,2009-12-07 14:02:00,13089,United Kingdom
490708,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,Kitchen & Dining,6,3.75,22.5,2009-12-07 15:10:00,15421,United Kingdom
490709,22207,FRYING PAN UNION FLAG,Other Homeware,1,4.25,4.25,2009-12-07 15:15:00,17884,United Kingdom
490711,21284,RETRO SPOT CANDLE  SMALL,Lighting & Candles,1,1.69,1.69,2009-12-07 15:26:00,17841,United Kingdom
490711,21144,PINK POODLE HANGING DECORATION,Home Decor,1,1.45,1.45,2009-12-07 15:26:00,17841,United Kingdom
490719,21446,12 RED ROSE PEG PLACE SETTINGS,Bags & Storage,2,1.25,2.5,2009-12-07 15:42:00,13042,United Kingdom
490722,84029E,RED WOOLLY HOTTIE WHITE HEART.,Home Decor,4,3.75,15.0,2009-12-07 15:55:00,16717,United Kingdom
490741,21069,VINTAGE BILLBOARD TEA MUG,Kitchen & Dining,1,2.57,2.57,2009-12-07 17:56:00,,United Kingdom
490741,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,Kitchen & Dining,3,1.7,5.1,2009-12-07 17:56:00,,United Kingdom
490741,21485,RED SPOT HEART HOT WATER BOTTLE,Kitchen & Dining,1,11.26,11.26,2009-12-07 17:56:00,,United Kingdom
490741,20659,ECONOMY LUGGAGE TAG,Other Homeware,1,2.57,2.57,2009-12-07 17:56:00,,United Kingdom
490741,21067,VINTAGE RED TEATIME MUG,Kitchen & Dining,1,2.57,2.57,2009-12-07 17:56:00,,United Kingdom
490741,47591D,PINK FAIRY CAKE CHILD'S APRON,Kitchen & Dining,2,4.3,8.6,2009-12-07 17:56:00,,United Kingdom
490741,90200B,BLACK SWEETHEART BRACELET,Home Decor,1,4.33,4.33,2009-12-07 17:56:00,,United Kingdom
490741,21730,GLASS STAR FROSTED T-LIGHT HOLDER,Lighting & Candles,1,10.39,10.39,2009-12-07 17:56:00,,United Kingdom
490741,21670,BLUE SPOT CERAMIC DRAWER KNOB,Other Homeware,3,2.57,7.709999999999999,2009-12-07 17:56:00,,United Kingdom
490741,20665,RED SPOTTY PURSE,Jewellery & Accessories,2,6.04,12.08,2009-12-07 17:56:00,,United Kingdom
490741,84510B,SET OF 4 FAIRY CAKES COASTERS,Kitchen & Dining,1,2.57,2.57,2009-12-07 17:56:00,,United Kingdom
490745,21427,SKULLS STORAGE BOX SMALL,Bags & Storage,2,4.3,8.6,2009-12-07 18:02:00,,United Kingdom
490745,22109,FULL ENGLISH BREAKFAST PLATE,Kitchen & Dining,2,7.78,15.56,2009-12-07 18:02:00,,United Kingdom
490745,85135B,BLUE DRAGONFLY HELICOPTER,Other Homeware,3,8.65,25.950000000000003,2009-12-07 18:02:00,,United Kingdom
490745,90072,RUBY DROP CHANDELIER EARRINGS,Jewellery & Accessories,1,4.33,4.33,2009-12-07 18:02:00,,United Kingdom
490745,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,Jewellery & Accessories,1,1.7,1.7,2009-12-07 18:02:00,,United Kingdom
490745,20979,36 PENCILS TUBE RED SPOTTY,Stationery & Paper,4,2.57,10.28,2009-12-07 18:02:00,,United Kingdom
490745,20756,GREEN FERN POCKET BOOK,Other Homeware,1,1.7,1.7,2009-12-07 18:02:00,,United Kingdom
490745,22053,EMPIRE DESIGN ROSETTE,Home Decor,1,2.57,2.57,2009-12-07 18:02:00,,United Kingdom
490745,22337,ANGEL DECORATION PAINTED ZINC,Home Decor,1,1.3,1.3,2009-12-07 18:02:00,,United Kingdom
490745,35979,SIX STRING SCANDINAVIAN HEART DECS,Home Decor,1,6.04,6.04,2009-12-07 18:02:00,,United Kingdom
490757,20717,STRAWBERRY SHOPPER BAG,Bags & Storage,10,1.25,12.5,2009-12-08 09:35:00,14215,United Kingdom
490804,21533,RETRO SPOT LARGE MILK JUG,Kitchen & Dining,3,4.95,14.850000000000001,2009-12-08 12:05:00,16560,United Kingdom
490808,21816,CHRISTMAS TREE T-LIGHT HOLDER,Christmas & Seasonal,4,1.45,5.8,2009-12-08 12:25:00,17371,United Kingdom
490809,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,Christmas & Seasonal,12,6.95,83.4,2009-12-08 12:27:00,13408,United Kingdom
490823,21292,SMALL STRIPES CHOCOLATE GIFT BAG,Bags & Storage,64,0.19,12.16,2009-12-08 12:34:00,14841,United Kingdom
490834,84482,BUTTONS DESIGN JEWELLERY BOX,Home Decor,2,3.75,7.5,2009-12-08 12:38:00,16400,United Kingdom
490846,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,Kitchen & Dining,1,2.95,2.95,2009-12-08 12:46:00,17155,United Kingdom
490847,21175,GIN + TONIC DIET METAL SIGN,Home Decor,18,2.1,37.800000000000004,2009-12-08 12:46:00,15093,United Kingdom
490863,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,Other Homeware,3,1.25,3.75,2009-12-08 12:51:00,17852,United Kingdom
490871,21770,OPEN CLOSED METAL SIGN,Home Decor,1,4.95,4.95,2009-12-08 12:54:00,15456,United Kingdom
490871,85152,HAND OVER THE CHOCOLATE   SIGN,Home Decor,3,2.1,6.300000000000001,2009-12-08 12:54:00,15456,United Kingdom
490899,20749,ASSORTED COLOUR MINI CASES,Other Homeware,2,7.95,15.9,2009-12-08 13:04:00,16732,United Kingdom
490899,85177,BASKET OF FLOWERS SEWING KIT,Bags & Storage,12,0.85,10.2,2009-12-08 13:04:00,16732,United Kingdom
490905,21981,PACK OF 12 WOODLAND TISSUES,Other Homeware,12,0.29,3.4799999999999995,2009-12-08 13:08:00,16940,United Kingdom
490924,35001W,HAND OPEN SHAPE DECO.WHITE,Stationery & Paper,1,3.49,3.49,2009-12-08 13:27:00,17978,United Kingdom
490933,85034A,3 GARDENIA MORRIS BOXED CANDLES,Lighting & Candles,48,3.81,182.88,2009-12-08 13:46:00,14063,United Kingdom
490938,22196,SMALL HEART MEASURING SPOONS,Home Decor,4,0.85,3.4,2009-12-08 13:59:00,14605,United Kingdom
490957,20682,RED SPOTTY CHILDS UMBRELLA,Toys & Children,6,3.25,19.5,2009-12-08 15:12:00,15823,United Kingdom
490957,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,Garden & Outdoor,4,4.25,17.0,2009-12-08 15:12:00,15823,United Kingdom
490961,20772,GARDEN PATH JOURNAL,Garden & Outdoor,18,0.85,15.299999999999999,2009-12-08 15:25:00,14108,United Kingdom
490963,21829,DINOSAUR KEYRINGS ASSORTED,Jewellery & Accessories,2,0.43,0.86,2009-12-08 15:49:00,,United Kingdom
490963,21284,RETRO SPOT CANDLE  SMALL,Lighting & Candles,1,3.43,3.43,2009-12-08 15:49:00,,United Kingdom
490963,84378,SET OF 3 HEART COOKIE CUTTERS,Home Decor,3,2.57,7.709999999999999,2009-12-08 15:49:00,,United Kingdom
490963,21488,RED WHITE SCARF  HOT WATER BOTTLE,Kitchen & Dining,2,8.65,17.3,2009-12-08 15:49:00,,United Kingdom
490963,84688,BEACH HUT DESIGN BLACKBOARD,Home Decor,1,8.65,8.65,2009-12-08 15:49:00,,United Kingdom
490963,22348,TEA BAG PLATE RED SPOTTY,Bags & Storage,1,1.7,1.7,2009-12-08 15:49:00,,United Kingdom
490963,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,Jewellery & Accessories,2,2.57,5.14,2009-12-08 15:49:00,,United Kingdom
490963,20754,RETRO RED SPOTTY WASHING UP GLOVES,Jewellery & Accessories,1,4.3,4.3,2009-12-08 15:49:00,,United Kingdom
490963,21169,YOU'RE CONFUSING ME METAL SIGN,Home Decor,1,4.3,4.3,2009-12-08 15:49:00,,United Kingdom
490964,22276,WASH BAG VINTAGE ROSE PAISLEY,Bags & Storage,1,2.55,2.55,2009-12-08 16:09:00,14646,Netherlands
490964,21507,"ELEPHANT, BIRTHDAY CARD,",Stationery & Paper,1,0.42,0.42,2009-12-08 16:09:00,14646,Netherlands
490972,84396,6 HOOK JEWELLERY STAND BLACK DRESS,Jewellery & Accessories,12,1.95,23.4,2009-12-08 16:40:00,14911,EIRE
490972,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",Kitchen & Dining,16,1.25,20.0,2009-12-08 16:40:00,14911,EIRE
490978,21826,EIGHT PIECE DINOSAUR SET,Other Homeware,4,1.25,5.0,2009-12-08 16:43:00,17329,United Kingdom
490984,20914,SET/5 RED SPOTTY LID GLASS BOWLS,Kitchen & Dining,18,2.95,53.1,2009-12-08 17:04:00,15298,United Kingdom
490990,22139,RETRO SPOT TEA SET CERAMIC 11 PC,Other Homeware,1,4.95,4.95,2009-12-08 17:10:00,14606,United Kingdom
490992,48194,DOORMAT HEARTS,Home Decor,2,6.75,13.5,2009-12-08 17:13:00,14679,United Kingdom
491010,21498,RED SPOTS  WRAP,Stationery & Paper,25,0.42,10.5,2009-12-08 18:07:00,15194,United Kingdom
491014,82486,WOOD S/3 CABINET ANT WHITE FINISH,Other Homeware,2,7.95,15.9,2009-12-08 18:30:00,13136,United Kingdom
491014,21238,RED SPOTTY CUP,Kitchen & Dining,8,0.85,6.8,2009-12-08 18:30:00,13136,United Kingdom
491025,21137,BLACK RECORD COVER FRAME,Home Decor,96,3.39,325.44,2009-12-08 19:02:00,17157,United Kingdom
491035,22276,WASH BAG VINTAGE ROSE PAISLEY,Bags & Storage,6,2.55,15.299999999999999,2009-12-09 08:58:00,13455,United Kingdom
491038,84597B,RETRO BROWN BALL ASHTRAY,Other Homeware,12,1.25,15.0,2009-12-09 09:34:00,13097,United Kingdom
491041,22112,CHOCOLATE HOT WATER BOTTLE,Kitchen & Dining,4,11.26,45.04,2009-12-09 09:42:00,,United Kingdom
491041,21888,BINGO SET,Other Homeware,1,7.78,7.78,2009-12-09 09:42:00,,United Kingdom
491041,21791,VINTAGE HEADS AND TAILS CARD GAME,Stationery & Paper,4,2.57,10.28,2009-12-09 09:42:00,,United Kingdom
491041,21692,SILVER LATTICE VANILLA CANDLE POT,Lighting & Candles,1,8.65,8.65,2009-12-09 09:42:00,,United Kingdom
491041,84991,60 TEATIME FAIRY CAKE CASES,Kitchen & Dining,7,1.3,9.1,2009-12-09 09:42:00,,United Kingdom
491041,22195,LARGE HEART MEASURING SPOONS,Home Decor,1,3.43,3.43,2009-12-09 09:42:00,,United Kingdom
491041,90200B,BLACK SWEETHEART BRACELET,Home Decor,1,4.33,4.33,2009-12-09 09:42:00,,United Kingdom
491041,22082,RIBBON REEL STRIPES DESIGN,Home Decor,4,3.43,13.72,2009-12-09 09:42:00,,United Kingdom
491041,21866,UNION JACK FLAG LUGGAGE TAG,Other Homeware,4,2.57,10.28,2009-12-09 09:42:00,,United Kingdom
491041,21417,COCKLE SHELL DISH,Other Homeware,2,4.3,8.6,2009-12-09 09:42:00,,United Kingdom
491041,20866,BLUE ROSE FABRIC MIRROR,Home Decor,1,2.57,2.57,2009-12-09 09:42:00,,United Kingdom
491041,22190,LOCAL CAFE MUG,Kitchen & Dining,2,4.3,8.6,2009-12-09 09:42:00,,United Kingdom
491042,22183,CAKE STAND VICTORIAN FILIGREE MED,Kitchen & Dining,1,6.75,6.75,2009-12-09 09:44:00,,United Kingdom
